algorithm,protocol_model,inv_no,result,states,time
LS+H0,TL-C_NonIn_S_data,inv_129,Found,599383,17.74
LS+H0,TL-C_NonIn_S_data,inv_130,Found,342921,10.12
LS+H0,TL-C_NonIn_S_data,inv_131,Found,89614,4.25
LS+H0,TL-C_NonIn_S_data,inv_132,Found,130914,5.04
LS+H0,TL-C_NonIn_S_data,inv_133,Found,19978,4.79
LS+H0,TL-C_NonIn_S_data,inv_134,Found,20071,3.65
LS+H0,TL-C_NonIn_S_data,inv_135,Found,546610,12.16
LS+H0,TL-C_NonIn_S_data,inv_136,Found,131053,5.26
LS+H0,TL-C_NonIn_S_data,inv_137,Found,636983,15.38
LS+H0,TL-C_NonIn_S_data,inv_138,Found,426866,11.12
LS+H0,TL-C_NonIn_S_data,inv_139,Found,89733,5.01
LS+H0,TL-C_NonIn_S_data,inv_140,Found,680786,14.42
LS+H0,TL-C_NonIn_S_data,inv_141,Found,832431,20.77
LS+H0,TL-C_NonIn_S_data,inv_142,Found,832616,17.44
LS+H0,TL-C_NonIn_S_data,inv_143,Found,1440622,27.56
LS+H0,TL-C_NonIn_S_data,inv_144,Found,131272,4.98
LS+H0,TL-C_NonIn_S_data,inv_145,Found,1088,3.23
LS+H0,TL-C_NonIn_S_data,inv_146,Found,1469,2.81
LS+H0,TL-C_NonIn_S_data,inv_147,Found,4468,3.19
LS+H0,TL-C_NonIn_S_data,inv_148,Found,1296,3.21
LS+H0,TL-C_NonIn_S_data,inv_149,Found,1044,2.84
LS+H0,TL-C_NonIn_S_data,inv_150,Found,1423,3.24
LS+H0,TL-C_NonIn_S_data,inv_151,Found,858,3.19
LS+H0,TL-C_NonIn_S_data,inv_152,Found,755,3.15
LS+H0,TL-C_NonIn_S_data,inv_153,Found,1234,3.20
LS+H0,TL-C_NonIn_S_data,inv_154,Found,612,3.21
LS+H0,TL-C_NonIn_S_data,inv_155,Found,4429,3.30
LS+H0,TL-C_NonIn_S_data,inv_156,Found,1250,3.15
LS+H0,TL-C_NonIn_S_data,inv_157,Found,1392,3.14
LS+H0,TL-C_NonIn_S_data,inv_158,Found,4784,3.21
LS+H0,TL-C_NonIn_S_data,inv_159,Found,1151,3.23
LS+H0,TL-C_NonIn_S_data,inv_160,Found,12101,3.55
LS+H0,TL-C_NonIn_S_data,inv_161,Found,92,2.73
LS+H0,TL-C_NonIn_S_data,inv_162,Found,187,3.11
LS+H0,TL-C_NonIn_S_data,inv_163,Found,741,3.19
LS+H0,TL-C_NonIn_S_data,inv_164,Found,330,3.19
LS+H0,TL-C_NonIn_S_data,inv_165,Found,1365,3.21
LS+H0,TL-C_NonIn_S_data,inv_166,Found,20351,3.70
LS+H0,TL-C_NonIn_S_data,inv_167,Found,250409,9.55
LS+H0,TL-C_NonIn_S_data,inv_168,Found,275972,10.10
LS+H0,TL-C_NonIn_S_data,inv_169,Found,1050,3.34
LS+H0,TL-C_NonIn_S_data,inv_170,Found,14389,3.43
LS+H0,TL-C_NonIn_S_data,inv_171,Found,86146,5.34
LS+H0,TL-C_NonIn_S_data,inv_172,Found,132299,6.67
LS+H0,TL-C_NonIn_S_data,inv_173,Found,1303,3.21
LS+H0,TL-C_NonIn_S_data,inv_174,Found,53865,4.50
LS+H0,TL-C_NonIn_S_data,inv_175,Found,132241,6.07
LS+H0,TL-C_NonIn_S_data,inv_176,Found,131822,6.51
LS+H0,TL-C_NonIn_S_data,inv_177,Found,120,3.22
LS+H0,TL-C_NonIn_S_data,inv_178,Found,162,3.20
LS+H0,TL-C_NonIn_S_data,inv_179,Found,697,3.15
LS+H0,TL-C_NonIn_S_data,inv_180,Found,282,3.21
LS+H0,TL-C_NonIn_S_data,inv_181,Found,1221,3.21
LS+H0,TL-C_NonIn_S_data,inv_182,Found,628,3.28
LS+H0,TL-C_NonIn_S_data,inv_183,Found,1170,3.23
LS+H0,TL-C_NonIn_S_data,inv_184,Found,786,3.26
LS+H0,TL-C_NonIn_S_data,inv_185,Found,952,3.25
LS+H0,TL-C_NonIn_S_data,inv_186,Found,572,3.27
LS+H0,TL-C_NonIn_S_data,inv_187,Found,1903,3.27
LS+H0,TL-C_NonIn_S_data,inv_188,Found,36868,4.11
LS+H0,TL-C_NonIn_S_data,inv_189,Found,1204,3.29
LS+H0,TL-C_NonIn_S_data,inv_190,Found,766,3.19
LS+H0,TL-C_NonIn_S_data,inv_191,Found,1401,3.26
LS+H0,TL-C_NonIn_S_data,inv_192,Found,961,3.30
LS+H0,TL-C_NonIn_S_data,inv_193,Found,149,3.18
LS+H0,TL-C_NonIn_S_data,inv_194,Found,486,3.20
LS+H0,TL-C_NonIn_S_data,inv_195,Found,1948,3.23
LS+H0,TL-C_NonIn_S_data,inv_196,Found,690,3.19
LS+H0,TL-C_NonIn_S_data,inv_197,Found,1222,3.24
LS+H0,TL-C_NonIn_S_data,inv_198,Found,629,3.19
LS+H0,TL-C_NonIn_S_data,inv_199,Found,1171,3.29
LS+H0,TL-C_NonIn_S_data,inv_200,Found,787,3.23
LS+H0,TL-C_NonIn_S_data,inv_201,Found,953,3.30
LS+H0,TL-C_NonIn_S_data,inv_202,Found,573,3.26
LS+H0,TL-C_NonIn_S_data,inv_203,Found,1904,3.21
LS+H0,TL-C_NonIn_S_data,inv_204,Found,36869,4.12
LS+H0,TL-C_NonIn_S_data,inv_205,Found,1205,3.19
LS+H0,TL-C_NonIn_S_data,inv_206,Found,767,3.25
LS+H0,TL-C_NonIn_S_data,inv_207,Found,1402,3.26
LS+H0,TL-C_NonIn_S_data,inv_208,Found,962,3.21
LS+H0,TL-C_NonIn_S_data,inv_209,Found,173,3.23
LS+H0,TL-C_NonIn_S_data,inv_210,Found,254,3.07
LS+H0,TL-C_NonIn_S_data,inv_211,Found,1907,2.90
LS+H0,TL-C_NonIn_S_data,inv_212,Found,415,3.15
LS+H0,TL-C_NonIn_S_data,inv_213,Found,1174,3.22
LS+H0,TL-C_NonIn_S_data,inv_214,Found,583,2.73
LS+H0,TL-C_NonIn_S_data,inv_215,Found,1124,3.16
LS+H0,TL-C_NonIn_S_data,inv_216,Found,739,3.20
LS+H0,TL-C_NonIn_S_data,inv_217,Found,910,3.21
LS+H0,TL-C_NonIn_S_data,inv_218,Found,531,3.14
LS+H0,TL-C_NonIn_S_data,inv_219,Found,1852,3.17
LS+H0,TL-C_NonIn_S_data,inv_220,Found,36823,4.07
LS+H0,TL-C_NonIn_S_data,inv_221,Found,1156,2.70
LS+H0,TL-C_NonIn_S_data,inv_222,Found,724,3.16
LS+H0,TL-C_NonIn_S_data,inv_223,Found,1357,2.87
LS+H0,TL-C_NonIn_S_data,inv_224,Found,922,3.20
LS+H0,TL-C_In_M_data,inv_1,Found,1,3.09
LS+H0,TL-C_In_M_data,inv_2,Found,1908,3.48
LS+H0,TL-C_In_M_data,inv_3,Found,2215,3.23
LS+H0,TL-C_In_M_data,inv_4,Found,2212,3.59
LS+H0,TL-C_In_M_data,inv_5,Found,1797,3.47
LS+H0,TL-C_In_M_data,inv_6,Found,2127,3.59
LS+H0,TL-C_In_M_data,inv_7,Found,2074,3.57
LS+H0,TL-C_In_M_data,inv_8,Found,2423,3.06
LS+H0,TL-C_In_M_data,inv_9,Found,5292,4.37
LS+H0,TL-C_In_M_data,inv_10,Found,3339,3.85
LS+H0,TL-C_In_M_data,inv_11,Found,2360,3.59
LS+H0,TL-C_In_M_data,inv_12,Found,6647,4.47
LS+H0,TL-C_In_M_data,inv_13,Found,10568,5.66
LS+H0,TL-C_In_M_data,inv_14,Found,429,3.19
LS+H0,TL-C_In_M_data,inv_15,Found,483,2.97
LS+H0,TL-C_In_M_data,inv_16,Found,564,3.05
LS+H0,TL-C_In_M_data,inv_17,Found,580,3.21
LS+H0,TL-C_In_M_data,inv_18,Found,741,3.26
LS+H0,TL-C_In_M_data,inv_19,Found,501,3.22
LS+H0,TL-C_In_M_data,inv_20,Found,2012,3.51
LS+H0,TL-C_In_M_data,inv_21,Found,2299,3.62
LS+H0,TL-C_In_M_data,inv_22,Found,2234,3.61
LS+H0,TL-C_In_M_data,inv_23,Found,525,3.22
LS+H0,TL-C_In_M_data,inv_24,Found,615,3.24
LS+H0,TL-C_In_M_data,inv_25,Found,655,3.21
LS+H0,TL-C_In_M_data,inv_26,Found,775,3.23
LS+H0,TL-C_In_M_data,inv_27,Found,1368,3.40
LS+H0,TL-C_In_M_data,inv_28,Found,899,3.30
LS+H0,TL-C_In_M_data,inv_29,Found,909,3.29
LS+H0,TL-C_In_M_data,inv_30,Found,1058,3.30
LS+H0,TL-C_In_M_data,inv_31,Found,2203,3.58
LS+H0,TL-C_In_M_data,inv_32,Found,1302,3.31
LS+H0,TL-C_In_M_data,inv_33,Found,1534,2.87
LS+H0,TL-C_In_M_data,inv_34,Found,1069,2.80
LS+H0,TL-C_In_M_data,inv_35,Found,1542,2.94
LS+H0,TL-C_In_M_data,inv_36,Found,1857,3.45
LS+H0,TL-C_In_M_data,inv_37,Found,1017,3.30
LS+H0,TL-C_In_M_data,inv_38,Found,1259,2.82
LS+H0,TL-C_NonIn_M_data,inv_1,Found,1,3.09
LS+H0,TL-C_NonIn_M_data,inv_2,Found,6185,3.24
LS+H0,TL-C_NonIn_M_data,inv_3,Found,6264,3.29
LS+H0,TL-C_NonIn_M_data,inv_4,Found,34887,3.72
LS+H0,TL-C_NonIn_M_data,inv_5,Found,35294,3.88
LS+H0,TL-C_NonIn_M_data,inv_6,Found,33307,3.88
LS+H0,TL-C_NonIn_M_data,inv_7,Found,124170,5.74
LS+H0,TL-C_NonIn_M_data,inv_8,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_9,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_10,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_11,Found,96952,5.19
LS+H0,TL-C_NonIn_M_data,inv_12,Found,64385,4.50
LS+H0,TL-C_NonIn_M_data,inv_13,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_14,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_15,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_16,Found,98322,5.27
LS+H0,TL-C_NonIn_M_data,inv_17,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_18,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_19,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_20,Found,64497,4.53
LS+H0,TL-C_NonIn_M_data,inv_21,Found,858,3.19
LS+H0,TL-C_NonIn_M_data,inv_22,Found,956,3.18
LS+H0,TL-C_NonIn_M_data,inv_23,Found,9053,4.35
LS+H0,TL-C_NonIn_M_data,inv_24,Found,1159,3.15
LS+H0,TL-C_NonIn_M_data,inv_25,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_26,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_27,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_28,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_29,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_30,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_31,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_32,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_33,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_34,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_35,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_36,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_37,Found,3295,3.15
LS+H0,TL-C_NonIn_M_data,inv_38,Found,3838,3.25
LS+H0,TL-C_NonIn_M_data,inv_39,Found,3156,3.28
LS+H0,TL-C_NonIn_M_data,inv_40,Found,4016,3.14
LS+H0,TL-C_NonIn_M_data,inv_41,Found,5185,3.21
LS+H0,TL-C_NonIn_M_data,inv_42,Found,5488,3.31
LS+H0,TL-C_NonIn_M_data,inv_43,Found,2830,3.15
LS+H0,TL-C_NonIn_M_data,inv_44,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_45,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_46,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_47,Found,4213,3.26
LS+H0,TL-C_NonIn_M_data,inv_48,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_49,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_50,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_51,Found,2618,3.24
LS+H0,TL-C_NonIn_M_data,inv_52,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_53,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_54,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_55,Found,2667,3.21
LS+H0,TL-C_NonIn_M_data,inv_56,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_57,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_58,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_59,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_60,Found,1526,2.96
LS+H0,TL-C_NonIn_M_data,inv_61,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_62,Found,1545,2.72
LS+H0,TL-C_NonIn_M_data,inv_63,Found,429061,12.70
LS+H0,TL-C_NonIn_M_data,inv_64,Found,1672,3.16
LS+H0,TL-C_NonIn_M_data,inv_65,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_66,Found,1689,3.18
LS+H0,TL-C_NonIn_M_data,inv_67,Found,2403,2.95
LS+H0,TL-C_NonIn_M_data,inv_68,Found,114821,5.38
LS+H0,TL-C_NonIn_M_data,inv_69,Found,2334,3.13
LS+H0,TL-C_NonIn_M_data,inv_70,Found,1771,3.18
LS+H0,TL-C_NonIn_M_data,inv_71,Found,2524,2.91
LS+H0,TL-C_NonIn_M_data,inv_72,Found,1893,3.12
LS+H0,TL-C_NonIn_M_data,inv_73,Found,2540,3.22
LS+H0,TL-C_NonIn_M_data,inv_74,Found,1918,3.18
LS+H0,TL-C_NonIn_M_data,inv_75,Found,13217,3.39
LS+H0,TL-C_NonIn_M_data,inv_76,Found,17610,3.54
LS+H0,TL-C_NonIn_M_data,inv_77,Found,12856,3.47
LS+H0,TL-C_NonIn_M_data,inv_78,Found,12675,3.42
LS+H0,TL-C_NonIn_M_data,inv_79,Found,24558,3.68
LS+H0,TL-C_NonIn_M_data,inv_80,Found,12492,2.90
LS+H0,TL-C_NonIn_M_data,inv_81,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_82,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_83,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_84,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_85,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_86,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_87,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_88,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_89,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_90,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_91,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_92,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_93,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_94,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_95,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_96,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_97,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_98,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_99,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_100,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_101,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_102,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_103,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_104,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_105,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_106,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_107,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_108,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_109,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_110,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_111,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_112,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_113,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_114,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_115,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_116,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_117,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_118,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_119,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_120,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_121,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_122,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_123,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_124,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_125,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_126,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_127,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_128,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_129,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_130,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_131,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_132,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_133,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_134,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_135,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_136,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_137,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_138,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_139,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_140,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_141,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_142,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_143,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_144,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_145,Found,3297,3.25
LS+H0,TL-C_NonIn_M_data,inv_146,Found,3840,2.89
LS+H0,TL-C_NonIn_M_data,inv_147,Found,13221,3.44
LS+H0,TL-C_NonIn_M_data,inv_148,Found,17613,3.55
LS+H0,TL-C_NonIn_M_data,inv_149,Found,3231,3.03
LS+H0,TL-C_NonIn_M_data,inv_150,Found,3781,3.21
LS+H0,TL-C_NonIn_M_data,inv_151,Found,3096,3.22
LS+H0,TL-C_NonIn_M_data,inv_152,Found,3956,3.21
LS+H0,TL-C_NonIn_M_data,inv_153,Found,5110,3.24
LS+H0,TL-C_NonIn_M_data,inv_154,Found,5420,3.27
LS+H0,TL-C_NonIn_M_data,inv_155,Found,13132,3.45
LS+H0,TL-C_NonIn_M_data,inv_156,Found,17436,3.17
LS+H0,TL-C_NonIn_M_data,inv_157,Found,12770,2.87
LS+H0,TL-C_NonIn_M_data,inv_158,Found,12592,2.88
LS+H0,TL-C_NonIn_M_data,inv_159,Found,24453,3.72
LS+H0,TL-C_NonIn_M_data,inv_160,Found,10200,2.87
LS+H0,TL-C_NonIn_M_data,inv_161,Found,2,3.13
LS+H0,TL-C_NonIn_M_data,inv_162,Found,957,3.16
LS+H0,TL-C_NonIn_M_data,inv_163,Found,9054,2.84
LS+H0,TL-C_NonIn_M_data,inv_164,Found,1160,2.72
LS+H0,TL-C_NonIn_M_data,inv_165,Found,4216,3.21
LS+H0,TL-C_NonIn_M_data,inv_166,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_167,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_168,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_169,Found,2619,3.15
LS+H0,TL-C_NonIn_M_data,inv_170,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_171,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_172,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_173,Found,2668,3.18
LS+H0,TL-C_NonIn_M_data,inv_174,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_175,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_176,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_177,Found,769,2.78
LS+H0,TL-C_NonIn_M_data,inv_178,Found,907,3.17
LS+H0,TL-C_NonIn_M_data,inv_179,Found,8883,2.85
LS+H0,TL-C_NonIn_M_data,inv_180,Found,1096,3.07
LS+H0,TL-C_NonIn_M_data,inv_181,Found,429062,8.97
LS+H0,TL-C_NonIn_M_data,inv_182,Found,1673,3.20
LS+H0,TL-C_NonIn_M_data,inv_183,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_184,Found,1690,2.73
LS+H0,TL-C_NonIn_M_data,inv_185,Found,2404,3.13
LS+H0,TL-C_NonIn_M_data,inv_186,Found,114822,4.41
LS+H0,TL-C_NonIn_M_data,inv_187,Found,2335,3.20
LS+H0,TL-C_NonIn_M_data,inv_188,Found,1772,3.18
LS+H0,TL-C_NonIn_M_data,inv_189,Found,2525,3.21
LS+H0,TL-C_NonIn_M_data,inv_190,Found,1894,3.16
LS+H0,TL-C_NonIn_M_data,inv_191,Found,2541,3.15
LS+H0,TL-C_NonIn_M_data,inv_192,Found,1919,3.18
LS+H0,TL-C_NonIn_M_data,inv_193,Found,824,3.12
LS+H0,TL-C_NonIn_M_data,inv_194,Found,1527,3.11
LS+H0,TL-C_NonIn_M_data,inv_195,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_196,Found,1546,3.15
LS+H0,TL-C_NonIn_M_data,inv_197,Found,2809,3.20
LS+H0,TL-C_NonIn_M_data,inv_198,Found,1674,3.19
LS+H0,TL-C_NonIn_M_data,inv_199,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_200,Found,1691,3.18
LS+H0,TL-C_NonIn_M_data,inv_201,Found,2405,3.18
LS+H0,TL-C_NonIn_M_data,inv_202,Found,114823,5.56
LS+H0,TL-C_NonIn_M_data,inv_203,Found,2336,3.18
LS+H0,TL-C_NonIn_M_data,inv_204,Found,1773,3.15
LS+H0,TL-C_NonIn_M_data,inv_205,Found,2526,2.93
LS+H0,TL-C_NonIn_M_data,inv_206,Found,1895,3.02
LS+H0,TL-C_NonIn_M_data,inv_207,Found,2542,3.19
LS+H0,TL-C_NonIn_M_data,inv_208,Found,1920,3.17
LS+H0,TL-C_NonIn_M_data,inv_209,Found,860,3.12
LS+H0,TL-C_NonIn_M_data,inv_210,Found,958,3.19
LS+H0,TL-C_NonIn_M_data,inv_211,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_212,Found,1161,3.18
LS+H0,TL-C_NonIn_M_data,inv_213,Found,428926,12.08
LS+H0,TL-C_NonIn_M_data,inv_214,Found,1604,3.20
LS+H0,TL-C_NonIn_M_data,inv_215,MemoryOut,0,0
LS+H0,TL-C_NonIn_M_data,inv_216,Found,1620,3.16
LS+H0,TL-C_NonIn_M_data,inv_217,Found,2339,3.25
LS+H0,TL-C_NonIn_M_data,inv_218,Found,2273,3.23
LS+H0,TL-C_NonIn_M_data,inv_219,Found,2274,3.18
LS+H0,TL-C_NonIn_M_data,inv_220,Found,1702,3.20
LS+H0,TL-C_NonIn_M_data,inv_221,Found,2454,3.23
LS+H0,TL-C_NonIn_M_data,inv_222,Found,1827,3.17
LS+H0,TL-C_NonIn_M_data,inv_223,Found,2471,3.22
LS+H0,TL-C_NonIn_M_data,inv_224,Found,1849,3.16
LS+H0,German_node2,inv_1,Found,1,3.73
LS+H0,German_node2,inv_2,Found,178,3.76
LS+H0,German_node2,inv_3,Found,46,3.79
LS+H0,German_node2,inv_4,Found,32,3.80
LS+H0,German_node2,inv_5,Found,289,3.78
LS+H0,German_node2,inv_6,Found,42,3.81
LS+H0,German_node4,inv_1,Found,1,3.61
LS+H0,German_node4,inv_2,Found,146,3.58
LS+H0,German_node4,inv_3,Found,168,3.57
LS+H0,German_node4,inv_4,Found,104,3.57
LS+H0,German_node4,inv_5,Found,307,3.59
LS+H0,German_node4,inv_6,Found,113,3.56
LS+H0,German_node4,inv_7,Found,541,2.90
LS+H0,German_node4,inv_8,Found,3233,3.60
LS+H0,German_node4,inv_9,Found,315,3.57
LS+H0,German_node4,inv_10,Found,9491,3.61
LS+H0,German_node4,inv_11,Found,853,3.58
LS+H0,German_node4,inv_12,Found,88,3.57
LS+H0,German_node4,inv_13,Found,13617,4.14
LS+H0,German_node4,inv_14,Found,23620,3.65
LS+H0,German_node4,inv_15,Found,68833,3.83
LS+H0,German_node4,inv_16,Found,13603,3.66
LS+H0,German_node4,inv_17,Found,13378,3.82
LS+H0,German_node4,inv_18,Found,24845,3.66
LS+H0,German_node4,inv_19,Found,69062,3.73
LS+H0,German_node4,inv_20,Found,471,3.55
LS+H0,German_node8,inv_1,Found,1,3.37
LS+H0,German_node8,inv_2,Found,10957,3.44
LS+H0,German_node8,inv_3,Found,322,3.35
LS+H0,German_node8,inv_4,Found,274,3.31
LS+H0,German_node8,inv_5,Found,56946,3.61
LS+H0,German_node8,inv_6,Found,305,3.41
LS+H0,German_node8,inv_7,Found,2296,3.44
LS+H0,German_node8,inv_8,Found,333164,4.76
LS+H0,German_node8,inv_9,Found,587170,5.62
LS+H0,German_node8,inv_10,Found,242178,4.40
LS+H0,German_node8,inv_11,Found,1287,3.38
LS+H0,German_node8,inv_12,Found,102871,3.80
LS+H0,German_node8,inv_13,Found,333385,4.77
LS+H0,German_node8,inv_14,Found,272125,4.52
LS+H0,German_node8,inv_15,Found,134300,3.90
LS+H0,German_node8,inv_16,Found,430058,5.00
LS+H0,German_node8,inv_17,Found,429032,5.21
LS+H0,German_node8,inv_18,Found,661257,6.29
LS+H0,German_node8,inv_19,Found,660441,6.30
LS+H0,German_node8,inv_20,Found,4363,3.32
LS+H0,German_node8,inv_21,Found,353,3.41
LS+H0,German_node8,inv_22,Found,152938,3.59
LS+H0,German_node8,inv_23,Found,138152,3.93
LS+H0,German_node8,inv_24,Found,130980,3.73
LS+H0,German_node8,inv_25,Found,243876,3.83
LS+H0,German_node8,inv_26,Found,430163,3.94
LS+H0,German_node8,inv_27,Found,1069129,8.07
LS+H0,German_node8,inv_28,Found,3188233,18.57
LS+H0,German_node8,inv_29,Found,417470,4.07
LS+H0,German_node8,inv_30,Found,1036730,7.81
LS+H0,German_node8,inv_31,Found,490388,5.33
LS+H0,German_node8,inv_32,Found,2904557,16.83
